,id,first_gift_year,lapsed_count,recovered_count,max_consec_giving_years,total_giving_years,count_2013,count_2014,count_2015,count_2016,count_2017,count_yr0_x,count_yr1_x,count_yr2_x,count_yr3_x,count_yr4_x,lapsed_amount,recovered_amount,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,lapsed_amount_2013,lapsed_amount_2014,lapsed_amount_2015,lapsed_amount_2016,lapsed_amount_2017,upgraded_amount_2013,upgraded_amount_2014,upgraded_amount_2015,upgraded_amount_2016,upgraded_amount_2017,downgraded_amount_2013,downgraded_amount_2014,downgraded_amount_2015,downgraded_amount_2016,downgraded_amount_2017,amount_yr0,amount_yr1,amount_yr2,amount_yr3,amount_yr4,count_yr0_y,count_yr1_y,count_yr2_y,count_yr3_y,count_yr4_y,lapsed_amount_yr0,lapsed_amount_yr1,lapsed_amount_yr2,lapsed_amount_yr3,lapsed_amount_yr4,upgraded_amount_yr0,upgraded_amount_yr1,upgraded_amount_yr2,upgraded_amount_yr3,upgraded_amount_yr4,downgraded_amount_yr0,downgraded_amount_yr1,downgraded_amount_yr2,downgraded_amount_yr3,downgraded_amount_yr4,amount_01_2013,amount_02_2013,amount_03_2013,amount_04_2013,amount_05_2013,amount_06_2013,amount_07_2013,amount_08_2013,amount_09_2013,amount_10_2013,amount_11_2013,amount_12_2013,amount_01_2014,amount_02_2014,amount_03_2014,amount_04_2014,amount_05_2014,amount_06_2014,amount_07_2014,amount_08_2014,amount_09_2014,amount_10_2014,amount_11_2014,amount_12_2014,amount_01_2015,amount_02_2015,amount_03_2015,amount_04_2015,amount_05_2015,amount_06_2015,amount_07_2015,amount_08_2015,amount_09_2015,amount_10_2015,amount_11_2015,amount_12_2015,amount_01_2016,amount_02_2016,amount_03_2016,amount_04_2016,amount_05_2016,amount_06_2016,amount_07_2016,amount_08_2016,amount_09_2016,amount_10_2016,amount_11_2016,amount_12_2016,amount_01_2017,amount_02_2017,amount_03_2017,amount_04_2017,amount_05_2017,amount_06_2017,amount_07_2017,amount_08_2017,amount_09_2017,amount_10_2017,amount_11_2017,amount_12_2017,amount_total,count_total,amount_01_yr0,amount_02_yr0,amount_03_yr0,amount_04_yr0,amount_05_yr0,amount_06_yr0,amount_07_yr0,amount_08_yr0,amount_09_yr0,amount_10_yr0,amount_11_yr0,amount_12_yr0,amount_01_yr1,amount_02_yr1,amount_03_yr1,amount_04_yr1,amount_05_yr1,amount_06_yr1,amount_07_yr1,amount_08_yr1,amount_09_yr1,amount_10_yr1,amount_11_yr1,amount_12_yr1,amount_01_yr2,amount_02_yr2,amount_03_yr2,amount_04_yr2,amount_05_yr2,amount_06_yr2,amount_07_yr2,amount_08_yr2,amount_09_yr2,amount_10_yr2,amount_11_yr2,amount_12_yr2,amount_01_yr3,amount_02_yr3,amount_03_yr3,amount_04_yr3,amount_05_yr3,amount_06_yr3,amount_07_yr3,amount_08_yr3,amount_09_yr3,amount_10_yr3,amount_11_yr3,amount_12_yr3,amount_01_yr4,amount_02_yr4,amount_03_yr4,amount_04_yr4,amount_05_yr4,amount_06_yr4,amount_07_yr4,amount_08_yr4,amount_09_yr4,amount_10_yr4,amount_11_yr4,amount_12_yr4,years_donated,perc_years_donated,gift_pattern,donor_profile,behavior_2013,behavior_2014,behavior_2015,behavior_2016,behavior_2017,gainloss_2013,gainloss_2014,gainloss_2015,gainloss_2016,gainloss_2017,gainloss_2014_amt,gainloss_2015_amt,gainloss_2016_amt,gainloss_2017_amt,lifecycle_initial,lifecycle_first_gift,lifecycle_second_year,lifecycle_second_with_gap,lifecycle_multi_year,lifecycle_key_multi_year,lifecycle_recovered_multi_year,lifecycle_inconsistent_multi_year ,lifecycle_recovered_key_multi_year,lifecycle_lapsed_after_first,lifecycle_lapsed_after_first_long,lifecycle_lapsed_after_second,lifecycle_lapsed_multi_year,lifecycle_lapsed_long_multi_year,lifecycle_lapsed_key_multi_year,lifecycle_lapsed_long
31784,7102a6eddf4268ac4c07f5d1bce07a8b,2013-01-01,4,2,1,2,1,0,1,0,0,1,0,1,0,0,210.0,100.0,110.0,0.0,100.0,0.0,0.0,0.0,110.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,100.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,"1,3,",repeat,new,lapse_new,recover,lapse_repeat,none,gain,loss,gain,loss,none,-110.0,100.0,-100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
498513,2610f20180463d81fe334f6a2a45ea9a,2016-01-01,2,1,1,1,0,0,0,1,0,1,0,0,0,0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"4,",one_time,none,none,none,new,lapse_new,none,none,none,gain,loss,0.0,0.0,20.0,-20.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1472167,ded4a4bbc9e5d09ca2300b6573224c08,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1041848,9a124dc0b3ab5229774f6f68b488b3e2,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
681480,235270f8d70a90ae61f51d23f453188a,2017-01-01,2,1,1,1,0,0,0,0,5,5,0,0,0,0,345.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,5,,,,,,,,,,,,,0.0,145.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,345.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1624510,c1e2cd4776bdeb5dbde82781e7dfe8dc,2014-01-01,2,1,1,1,0,1,0,0,0,1,0,0,0,0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"2,",one_time,none,new,lapse_new,none,none,none,gain,loss,none,none,50.0,-50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427056,a8724571a890bd114840935e8a666348,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
733856,bbf7de80b9e5814da0964ea87f91919e,2014-01-01,2,1,1,1,0,1,0,0,0,1,0,0,0,0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"2,",one_time,none,new,lapse_new,none,none,none,gain,loss,none,none,50.0,-50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42118,af3025c544979bba2294a6c626baefe3,2013-01-01,3,2,2,2,1,1,0,0,0,1,1,0,0,0,75.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,"1,2,",repeat,new,upgrade,lapse_repeat,none,none,gain,gain,loss,none,none,25.0,-75.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335700,69d0cfd7e733f94e31a141973ba4b8f8,2016-01-01,3,2,2,2,0,0,0,1,1,1,1,0,0,0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4,"4,5,",repeat,none,none,none,new,downgrade,none,none,none,gain,loss,0.0,0.0,20.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493414,a79e3b9b226e03a1a1bbffbcdba590c2,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
488155,aa4449115793a1c22ad7a432cb0b24f9,2014-01-01,3,2,1,2,0,7,0,0,0,7,0,0,0,1,345.0,50.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,50.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,110.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,7,,,,,,,,,,,,,0.0,125.0,0.0,110.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"2,",one_time,none,new,lapse_new,none,none,none,gain,loss,none,none,345.0,-345.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602957,5a262368c2edaebff61daaff7c437297,2014-01-01,2,1,1,1,0,1,0,0,0,1,0,0,0,0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"2,",one_time,none,new,lapse_new,none,none,none,gain,loss,none,none,25.0,-25.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
456743,26b2a2654d5f7d56c13304e0ad131e37,2015-01-01,4,3,3,3,0,0,1,1,1,1,1,1,0,0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,3,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,0.6,"3,4,5,",repeat,none,none,new,maintain,maintain,none,none,gain,none,none,0.0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43842,7d81f713e8efa01c7844842a1f58569e,2013-01-01,6,5,5,5,1,1,1,1,1,1,1,1,1,1,100.0,0.0,25.0,10.0,20.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,75.0,0.0,15.0,0.0,0.0,0.0,25.0,10.0,20.0,25.0,100.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,75.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,180.0,5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0,1.0,"1,2,3,4,5,",repeat,new,downgrade,upgrade,upgrade,upgrade,gain,loss,gain,gain,gain,-15.0,10.0,5.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
