,amount_yr0,count,percentage
157,91.0,52,0.0002136085049047799
158,118.0,51,0.00020950064904122644
159,98.0,51,0.00020950064904122644
160,295.0,51,0.00020950064904122644
161,47.0,50,0.00020539279317767297
162,83.0,50,0.00020539279317767297
163,525.0,50,0.00020539279317767297
164,108.0,50,0.00020539279317767297
165,103.0,49,0.00020128493731411953
166,174.0,49,0.00020128493731411953
167,380.0,49,0.00020128493731411953
168,64.0,48,0.00019717708145056606
169,67.0,47,0.00019306922558701262
170,112.0,47,0.00019306922558701262
171,58.0,47,0.00019306922558701262
172,71.0,47,0.00019306922558701262
173,410.0,46,0.00018896136972345915
174,104.0,46,0.00018896136972345915
175,81.32,46,0.00018896136972345915
176,14.0,46,0.00018896136972345915
177,107.0,45,0.00018485351385990568
178,79.0,45,0.00018485351385990568
179,345.0,45,0.00018485351385990568
180,19.0,44,0.00018074565799635223
181,510.0,44,0.00018074565799635223
182,73.0,44,0.00018074565799635223
183,102.0,43,0.00017663780213279876
184,128.0,43,0.00017663780213279876
185,119.0,42,0.0001725299462692453
186,131.0,42,0.0001725299462692453
187,355.0,42,0.0001725299462692453
188,74.0,42,0.0001725299462692453
189,390.0,41,0.00016842209040569185
190,136.0,41,0.00016842209040569185
191,41.32,41,0.00016842209040569185
192,88.0,41,0.00016842209040569185
193,139.0,40,0.00016431423454213838
194,36.32,40,0.00016431423454213838
195,84.0,39,0.0001602063786785849
196,63.0,39,0.0001602063786785849
197,82.0,39,0.0001602063786785849
198,97.0,39,0.0001602063786785849
199,121.0,39,0.0001602063786785849
200,129.0,38,0.00015609852281503147
201,151.0,38,0.00015609852281503147
202,385.0,37,0.000151990666951478
203,126.0,37,0.000151990666951478
204,9.0,37,0.000151990666951478
205,127.0,37,0.000151990666951478
206,69.0,36,0.00014788281108792456
207,159.0,36,0.00014788281108792456
208,116.0,36,0.00014788281108792456
209,141.0,36,0.00014788281108792456
210,153.0,35,0.0001437749552243711
211,132.0,35,0.0001437749552243711
212,94.0,35,0.0001437749552243711
213,154.0,35,0.0001437749552243711
214,157.0,34,0.00013966709936081762
215,196.0,34,0.00013966709936081762
216,445.0,34,0.00013966709936081762
217,138.0,34,0.00013966709936081762
218,122.0,34,0.00013966709936081762
219,123.0,33,0.00013555924349726418
220,113.0,33,0.00013555924349726418
221,206.0,33,0.00013555924349726418
222,134.0,33,0.00013555924349726418
223,248.0,33,0.00013555924349726418
224,435.0,32,0.0001314513876337107
225,78.0,32,0.0001314513876337107
226,399.0,32,0.0001314513876337107
227,900.0,32,0.0001314513876337107
228,224.0,32,0.0001314513876337107
229,460.0,32,0.0001314513876337107
230,405.0,31,0.00012734353177015724
231,156.32,31,0.00012734353177015724
232,49.99,31,0.00012734353177015724
233,176.0,30,0.0001232356759066038
234,93.0,30,0.0001232356759066038
235,440.0,30,0.0001232356759066038
236,365.0,30,0.0001232356759066038
237,152.0,30,0.0001232356759066038
238,171.0,29,0.00011912782004305032
239,143.0,29,0.00011912782004305032
240,189.0,29,0.00011912782004305032
241,57.5,29,0.00011912782004305032
242,395.0,29,0.00011912782004305032
243,166.0,29,0.00011912782004305032
244,161.0,29,0.00011912782004305032
245,520.0,28,0.00011501996417949687
246,133.0,28,0.00011501996417949687
247,162.0,28,0.00011501996417949687
248,158.0,28,0.00011501996417949687
249,144.0,28,0.00011501996417949687
250,156.0,27,0.00011091210831594341
251,146.0,27,0.00011091210831594341
252,89.0,27,0.00011091210831594341
253,163.0,26,0.00010680425245238996
254,236.0,26,0.00010680425245238996
255,625.0,26,0.00010680425245238996
256,66.32,26,0.00010680425245238996
257,164.0,26,0.00010680425245238996
258,575.0,26,0.00010680425245238996
259,142.0,26,0.00010680425245238996
260,192.0,25,0.00010269639658883649
261,182.0,25,0.00010269639658883649
262,530.0,25,0.00010269639658883649
263,183.0,25,0.00010269639658883649
264,349.0,25,0.00010269639658883649
265,172.0,25,0.00010269639658883649
266,1050.0,25,0.00010269639658883649
267,211.0,24,9.858854072528303e-05
268,480.0,24,9.858854072528303e-05
269,415.0,24,9.858854072528303e-05
270,209.0,24,9.858854072528303e-05
271,114.0,24,9.858854072528303e-05
272,186.0,24,9.858854072528303e-05
273,274.0,24,9.858854072528303e-05
274,167.0,24,9.858854072528303e-05
275,298.0,24,9.858854072528303e-05
276,169.0,24,9.858854072528303e-05
277,191.0,24,9.858854072528303e-05
278,193.0,23,9.448068486172957e-05
279,229.0,23,9.448068486172957e-05
280,117.0,23,9.448068486172957e-05
281,99.99,23,9.448068486172957e-05
282,147.0,23,9.448068486172957e-05
283,184.0,23,9.448068486172957e-05
284,212.0,23,9.448068486172957e-05
285,281.0,23,9.448068486172957e-05
286,430.0,23,9.448068486172957e-05
287,206.32,23,9.448068486172957e-05
288,194.0,23,9.448068486172957e-05
289,51.32,23,9.448068486172957e-05
290,2000.0,22,9.037282899817612e-05
291,148.0,22,9.037282899817612e-05
292,1100.0,22,9.037282899817612e-05
293,1500.0,22,9.037282899817612e-05
294,470.0,22,9.037282899817612e-05
295,276.0,22,9.037282899817612e-05
296,223.0,22,9.037282899817612e-05
297,560.0,22,9.037282899817612e-05
298,218.0,22,9.037282899817612e-05
299,204.0,22,9.037282899817612e-05
300,610.0,22,9.037282899817612e-05
301,850.0,22,9.037282899817612e-05
302,173.0,22,9.037282899817612e-05
303,309.0,22,9.037282899817612e-05
304,137.0,22,9.037282899817612e-05
305,203.0,21,8.626497313462265e-05
306,76.32,21,8.626497313462265e-05
307,257.0,21,8.626497313462265e-05
308,188.0,21,8.626497313462265e-05
309,297.0,21,8.626497313462265e-05
310,485.0,21,8.626497313462265e-05
311,202.0,21,8.626497313462265e-05
312,465.0,21,8.626497313462265e-05
313,1200.0,21,8.626497313462265e-05
314,213.0,20,8.215711727106919e-05
315,259.0,20,8.215711727106919e-05
316,181.0,20,8.215711727106919e-05
317,222.0,20,8.215711727106919e-05
318,226.0,20,8.215711727106919e-05
319,268.0,20,8.215711727106919e-05
320,177.0,19,7.804926140751573e-05
321,570.0,19,7.804926140751573e-05
322,247.0,19,7.804926140751573e-05
323,116.32,19,7.804926140751573e-05
324,219.0,19,7.804926140751573e-05
325,228.0,19,7.804926140751573e-05
326,232.0,19,7.804926140751573e-05
327,208.0,18,7.394140554396228e-05
328,178.0,18,7.394140554396228e-05
329,535.0,18,7.394140554396228e-05
330,216.0,18,7.394140554396228e-05
331,179.0,18,7.394140554396228e-05
332,660.0,18,7.394140554396228e-05
333,256.0,18,7.394140554396228e-05
334,374.0,18,7.394140554396228e-05
335,540.0,18,7.394140554396228e-05
336,490.0,18,7.394140554396228e-05
337,253.0,18,7.394140554396228e-05
338,590.0,17,6.983354968040881e-05
339,201.0,17,6.983354968040881e-05
340,273.0,17,6.983354968040881e-05
341,21.32,17,6.983354968040881e-05
342,214.0,17,6.983354968040881e-05
343,263.0,17,6.983354968040881e-05
344,197.0,16,6.572569381685535e-05
345,580.0,16,6.572569381685535e-05
346,308.0,16,6.572569381685535e-05
347,585.0,16,6.572569381685535e-05
348,187.0,16,6.572569381685535e-05
349,398.0,16,6.572569381685535e-05
350,217.0,16,6.572569381685535e-05
351,242.0,16,6.572569381685535e-05
352,323.0,16,6.572569381685535e-05
353,168.0,15,6.16178379533019e-05
354,207.0,15,6.16178379533019e-05
355,86.32,15,6.16178379533019e-05
356,227.0,15,6.16178379533019e-05
357,246.0,15,6.16178379533019e-05
358,251.0,15,6.16178379533019e-05
359,825.0,15,6.16178379533019e-05
360,292.0,15,6.16178379533019e-05
361,238.0,14,5.7509982089748434e-05
362,775.0,14,5.7509982089748434e-05
363,620.0,14,5.7509982089748434e-05
364,199.99,14,5.7509982089748434e-05
365,406.0,14,5.7509982089748434e-05
366,302.0,14,5.7509982089748434e-05
367,301.0,14,5.7509982089748434e-05
368,495.0,14,5.7509982089748434e-05
369,294.0,14,5.7509982089748434e-05
370,505.0,14,5.7509982089748434e-05
371,244.0,14,5.7509982089748434e-05
372,234.0,14,5.7509982089748434e-05
373,262.0,14,5.7509982089748434e-05
374,243.0,14,5.7509982089748434e-05
375,221.0,14,5.7509982089748434e-05
376,46.32,14,5.7509982089748434e-05
377,720.0,13,5.340212622619498e-05
378,252.0,13,5.340212622619498e-05
379,267.0,13,5.340212622619498e-05
380,545.0,13,5.340212622619498e-05
381,254.0,13,5.340212622619498e-05
382,725.0,13,5.340212622619498e-05
383,131.32,13,5.340212622619498e-05
384,12.5,13,5.340212622619498e-05
385,67.5,13,5.340212622619498e-05
386,284.0,13,5.340212622619498e-05
387,595.0,13,5.340212622619498e-05
388,27.5,13,5.340212622619498e-05
389,515.0,13,5.340212622619498e-05
390,264.0,13,5.340212622619498e-05
391,675.0,13,5.340212622619498e-05
392,289.0,13,5.340212622619498e-05
393,348.0,13,5.340212622619498e-05
394,344.0,12,4.9294270362641515e-05
395,61.32,12,4.9294270362641515e-05
396,328.0,12,4.9294270362641515e-05
397,272.0,12,4.9294270362641515e-05
398,96.32,12,4.9294270362641515e-05
399,322.0,12,4.9294270362641515e-05
400,329.0,12,4.9294270362641515e-05
401,334.0,12,4.9294270362641515e-05
402,336.0,12,4.9294270362641515e-05
403,269.0,12,4.9294270362641515e-05
404,366.0,12,4.9294270362641515e-05
405,237.0,12,4.9294270362641515e-05
406,271.0,12,4.9294270362641515e-05
407,324.0,12,4.9294270362641515e-05
408,319.0,12,4.9294270362641515e-05
409,37.5,12,4.9294270362641515e-05
410,387.0,12,4.9294270362641515e-05
411,499.0,12,4.9294270362641515e-05
412,339.0,12,4.9294270362641515e-05
413,555.0,12,4.9294270362641515e-05
414,645.0,12,4.9294270362641515e-05
415,231.0,12,4.9294270362641515e-05
416,71.32,11,4.518641449908806e-05
417,356.0,11,4.518641449908806e-05
418,770.0,11,4.518641449908806e-05
419,303.0,11,4.518641449908806e-05
420,293.0,11,4.518641449908806e-05
421,312.0,11,4.518641449908806e-05
422,710.0,11,4.518641449908806e-05
423,1075.0,11,4.518641449908806e-05
424,455.0,11,4.518641449908806e-05
425,565.0,11,4.518641449908806e-05
426,760.0,11,4.518641449908806e-05
427,286.0,11,4.518641449908806e-05
428,261.0,11,4.518641449908806e-05
429,950.0,11,4.518641449908806e-05
430,362.0,11,4.518641449908806e-05
431,605.0,11,4.518641449908806e-05
432,239.0,11,4.518641449908806e-05
433,690.0,10,4.1078558635534596e-05
434,359.0,10,4.1078558635534596e-05
435,22.5,10,4.1078558635534596e-05
436,287.0,10,4.1078558635534596e-05
437,256.32,10,4.1078558635534596e-05
438,434.0,10,4.1078558635534596e-05
439,266.0,10,4.1078558635534596e-05
440,313.0,10,4.1078558635534596e-05
441,1025.0,10,4.1078558635534596e-05
442,2.5,10,4.1078558635534596e-05
443,630.0,10,4.1078558635534596e-05
444,318.0,10,4.1078558635534596e-05
445,306.0,10,4.1078558635534596e-05
446,279.0,10,4.1078558635534596e-05
447,32.64,10,4.1078558635534596e-05
448,304.0,10,4.1078558635534596e-05
449,233.0,10,4.1078558635534596e-05
450,449.0,10,4.1078558635534596e-05
451,2500.0,9,3.697070277198114e-05
452,448.0,9,3.697070277198114e-05
453,394.0,9,3.697070277198114e-05
454,373.0,9,3.697070277198114e-05
455,408.0,9,3.697070277198114e-05
456,432.0,9,3.697070277198114e-05
457,62.5,9,3.697070277198114e-05
458,484.0,9,3.697070277198114e-05
459,384.0,9,3.697070277198114e-05
460,426.0,9,3.697070277198114e-05
461,810.0,9,3.697070277198114e-05
462,68.5,9,3.697070277198114e-05
463,282.0,9,3.697070277198114e-05
464,379.0,9,3.697070277198114e-05
465,22.64,9,3.697070277198114e-05
466,473.0,9,3.697070277198114e-05
467,111.32,9,3.697070277198114e-05
468,1020.0,9,3.697070277198114e-05
469,409.0,9,3.697070277198114e-05
470,241.0,9,3.697070277198114e-05
471,353.0,9,3.697070277198114e-05
472,278.0,9,3.697070277198114e-05
473,316.0,9,3.697070277198114e-05
474,337.0,9,3.697070277198114e-05
475,331.0,9,3.697070277198114e-05
476,740.0,8,3.2862846908427676e-05
477,472.0,8,3.2862846908427676e-05
478,47.5,8,3.2862846908427676e-05
479,127.5,8,3.2862846908427676e-05
480,1250.0,8,3.2862846908427676e-05
481,122.5,8,3.2862846908427676e-05
482,599.0,8,3.2862846908427676e-05
483,363.0,8,3.2862846908427676e-05
484,343.0,8,3.2862846908427676e-05
485,347.0,8,3.2862846908427676e-05
486,680.0,8,3.2862846908427676e-05
487,615.0,8,3.2862846908427676e-05
488,41.5,8,3.2862846908427676e-05
489,875.0,8,3.2862846908427676e-05
490,346.0,8,3.2862846908427676e-05
491,62.64,8,3.2862846908427676e-05
492,601.0,8,3.2862846908427676e-05
493,880.0,8,3.2862846908427676e-05
494,504.0,8,3.2862846908427676e-05
495,429.0,8,3.2862846908427676e-05
496,311.0,8,3.2862846908427676e-05
497,141.32,8,3.2862846908427676e-05
498,364.0,8,3.2862846908427676e-05
499,396.0,8,3.2862846908427676e-05
500,126.32,8,3.2862846908427676e-05
501,39.5,8,3.2862846908427676e-05
502,291.0,8,3.2862846908427676e-05
503,283.0,8,3.2862846908427676e-05
504,258.0,8,3.2862846908427676e-05
505,332.0,8,3.2862846908427676e-05
506,351.0,8,3.2862846908427676e-05
507,635.0,8,3.2862846908427676e-05
508,414.0,8,3.2862846908427676e-05
509,417.0,7,2.8754991044874217e-05
510,72.64,7,2.8754991044874217e-05
511,82.5,7,2.8754991044874217e-05
512,474.0,7,2.8754991044874217e-05
513,357.0,7,2.8754991044874217e-05
514,489.0,7,2.8754991044874217e-05
515,745.0,7,2.8754991044874217e-05
516,84.5,7,2.8754991044874217e-05
517,407.0,7,2.8754991044874217e-05
518,536.0,7,2.8754991044874217e-05
519,152.5,7,2.8754991044874217e-05
520,549.0,7,2.8754991044874217e-05
521,498.0,7,2.8754991044874217e-05
522,146.32,7,2.8754991044874217e-05
523,83.3,7,2.8754991044874217e-05
524,499.99,7,2.8754991044874217e-05
525,1300.0,7,2.8754991044874217e-05
526,689.0,7,2.8754991044874217e-05
527,66.12,7,2.8754991044874217e-05
528,49.98,7,2.8754991044874217e-05
529,99.98,7,2.8754991044874217e-05
530,444.0,7,2.8754991044874217e-05
531,501.0,7,2.8754991044874217e-05
532,341.0,7,2.8754991044874217e-05
533,29.5,7,2.8754991044874217e-05
534,478.0,7,2.8754991044874217e-05
535,277.0,7,2.8754991044874217e-05
536,115.5,7,2.8754991044874217e-05
537,421.0,7,2.8754991044874217e-05
538,382.0,7,2.8754991044874217e-05
539,314.0,7,2.8754991044874217e-05
540,108.5,7,2.8754991044874217e-05
541,40.5,7,2.8754991044874217e-05
542,327.0,7,2.8754991044874217e-05
543,1060.0,7,2.8754991044874217e-05
544,149.47,7,2.8754991044874217e-05
545,249.99,7,2.8754991044874217e-05
546,371.0,7,2.8754991044874217e-05
547,352.0,7,2.8754991044874217e-05
548,306.32,7,2.8754991044874217e-05
549,266.32,7,2.8754991044874217e-05
550,46.5,7,2.8754991044874217e-05
551,3000.0,7,2.8754991044874217e-05
552,461.0,7,2.8754991044874217e-05
553,24.99,6,2.4647135181320757e-05
554,386.0,6,2.4647135181320757e-05
555,358.0,6,2.4647135181320757e-05
556,101.5,6,2.4647135181320757e-05
557,172.5,6,2.4647135181320757e-05
558,191.32,6,2.4647135181320757e-05
559,326.0,6,2.4647135181320757e-05
560,730.0,6,2.4647135181320757e-05
561,73.32,6,2.4647135181320757e-05
562,30.5,6,2.4647135181320757e-05
563,54.95,6,2.4647135181320757e-05
564,317.0,6,2.4647135181320757e-05
565,6.23,6,2.4647135181320757e-05
566,174.99,6,2.4647135181320757e-05
567,492.0,6,2.4647135181320757e-05
568,57.04,6,2.4647135181320757e-05
569,333.0,6,2.4647135181320757e-05
570,238.99,6,2.4647135181320757e-05
571,1150.0,6,2.4647135181320757e-05
572,49.2,6,2.4647135181320757e-05
573,1010.0,6,2.4647135181320757e-05
574,354.0,6,2.4647135181320757e-05
575,51.5,6,2.4647135181320757e-05
576,161.12,6,2.4647135181320757e-05
577,58.5,6,2.4647135181320757e-05
578,126.84,6,2.4647135181320757e-05
579,464.0,6,2.4647135181320757e-05
580,274.08,6,2.4647135181320757e-05
581,665.0,6,2.4647135181320757e-05
582,77.73,6,2.4647135181320757e-05
583,73.48,6,2.4647135181320757e-05
584,412.0,6,2.4647135181320757e-05
585,73.5,6,2.4647135181320757e-05
586,670.0,6,2.4647135181320757e-05
587,551.0,6,2.4647135181320757e-05
588,38.5,6,2.4647135181320757e-05
589,18.96,6,2.4647135181320757e-05
590,149.99,6,2.4647135181320757e-05
591,87.6,6,2.4647135181320757e-05
592,514.0,6,2.4647135181320757e-05
593,458.0,6,2.4647135181320757e-05
594,704.0,6,2.4647135181320757e-05
595,87.5,6,2.4647135181320757e-05
596,1070.0,6,2.4647135181320757e-05
597,1005.0,6,2.4647135181320757e-05
598,178.5,6,2.4647135181320757e-05
599,33.5,6,2.4647135181320757e-05
600,80.75,6,2.4647135181320757e-05
601,97.5,6,2.4647135181320757e-05
602,34.5,6,2.4647135181320757e-05
603,257.64,6,2.4647135181320757e-05
604,11.32,6,2.4647135181320757e-05
605,74.2,6,2.4647135181320757e-05
606,123.5,6,2.4647135181320757e-05
607,140.66,6,2.4647135181320757e-05
608,705.0,6,2.4647135181320757e-05
609,449.99,6,2.4647135181320757e-05
610,91.32,6,2.4647135181320757e-05
611,1125.0,6,2.4647135181320757e-05
612,137.04,6,2.4647135181320757e-05
613,367.0,6,2.4647135181320757e-05
614,100.5,6,2.4647135181320757e-05
615,197.66,6,2.4647135181320757e-05
616,466.0,6,2.4647135181320757e-05
617,392.0,6,2.4647135181320757e-05
618,397.0,6,2.4647135181320757e-05
619,338.0,6,2.4647135181320757e-05
620,790.0,6,2.4647135181320757e-05
621,533.0,6,2.4647135181320757e-05
622,524.0,6,2.4647135181320757e-05
623,45.5,6,2.4647135181320757e-05
624,216.32,6,2.4647135181320757e-05
625,471.0,5,2.0539279317767298e-05
626,44.22,5,2.0539279317767298e-05
627,588.0,5,2.0539279317767298e-05
628,37.84,5,2.0539279317767298e-05
629,156.5,5,2.0539279317767298e-05
630,757.0,5,2.0539279317767298e-05
631,688.0,5,2.0539279317767298e-05
632,99.22,5,2.0539279317767298e-05
633,378.0,5,2.0539279317767298e-05
634,69.98,5,2.0539279317767298e-05
635,252.06,5,2.0539279317767298e-05
636,482.0,5,2.0539279317767298e-05
637,79.2,5,2.0539279317767298e-05
638,655.0,5,2.0539279317767298e-05
639,94.5,5,2.0539279317767298e-05
640,96.38,5,2.0539279317767298e-05
641,149.44,5,2.0539279317767298e-05
642,86.96,5,2.0539279317767298e-05
643,131.13,5,2.0539279317767298e-05
644,25.32,5,2.0539279317767298e-05
645,121.32,5,2.0539279317767298e-05
646,593.0,5,2.0539279317767298e-05
647,96.53,5,2.0539279317767298e-05
648,529.0,5,2.0539279317767298e-05
649,383.0,5,2.0539279317767298e-05
650,28.75,5,2.0539279317767298e-05
651,49.42,5,2.0539279317767298e-05
652,158.44,5,2.0539279317767298e-05
653,695.0,5,2.0539279317767298e-05
654,49.08,5,2.0539279317767298e-05
655,249.94,5,2.0539279317767298e-05
656,372.0,5,2.0539279317767298e-05
657,124.84,5,2.0539279317767298e-05
658,65.2,5,2.0539279317767298e-05
659,299.99,5,2.0539279317767298e-05
660,830.0,5,2.0539279317767298e-05
661,114.88,5,2.0539279317767298e-05
662,67.48,5,2.0539279317767298e-05
663,182.76,5,2.0539279317767298e-05
664,438.0,5,2.0539279317767298e-05
665,303.32,5,2.0539279317767298e-05
666,437.0,5,2.0539279317767298e-05
667,5000.0,5,2.0539279317767298e-05
668,66.98,5,2.0539279317767298e-05
669,456.32,5,2.0539279317767298e-05
670,142.5,5,2.0539279317767298e-05
671,96.31,5,2.0539279317767298e-05
672,694.0,5,2.0539279317767298e-05
673,606.0,5,2.0539279317767298e-05
674,39.99,5,2.0539279317767298e-05
675,173.19,5,2.0539279317767298e-05
676,755.0,5,2.0539279317767298e-05
677,815.0,5,2.0539279317767298e-05
678,47.87,5,2.0539279317767298e-05
679,419.0,5,2.0539279317767298e-05
680,1900.0,5,2.0539279317767298e-05
681,97.64,5,2.0539279317767298e-05
682,178.33,5,2.0539279317767298e-05
683,109.81,5,2.0539279317767298e-05
684,147.5,5,2.0539279317767298e-05
685,81.66,5,2.0539279317767298e-05
686,722.0,5,2.0539279317767298e-05
687,86.22,5,2.0539279317767298e-05
688,376.0,5,2.0539279317767298e-05
689,381.0,5,2.0539279317767298e-05
690,517.0,5,2.0539279317767298e-05
691,1090.0,5,2.0539279317767298e-05
692,69.42,5,2.0539279317767298e-05
693,624.0,5,2.0539279317767298e-05
694,113.92,5,2.0539279317767298e-05
695,136.46,5,2.0539279317767298e-05
696,647.0,5,2.0539279317767298e-05
697,93.27,5,2.0539279317767298e-05
698,49.47,5,2.0539279317767298e-05
699,427.0,5,2.0539279317767298e-05
700,20.32,5,2.0539279317767298e-05
701,589.0,5,2.0539279317767298e-05
702,91.5,5,2.0539279317767298e-05
703,497.0,5,2.0539279317767298e-05
704,105.32,5,2.0539279317767298e-05
705,276.5,5,2.0539279317767298e-05
706,7.5,5,2.0539279317767298e-05
707,452.0,5,2.0539279317767298e-05
708,66.8,5,2.0539279317767298e-05
709,163.06,5,2.0539279317767298e-05
710,21.5,5,2.0539279317767298e-05
711,835.0,5,2.0539279317767298e-05
712,199.22,5,2.0539279317767298e-05
713,469.0,5,2.0539279317767298e-05
714,89.8,5,2.0539279317767298e-05
715,539.0,5,2.0539279317767298e-05
716,171.32,5,2.0539279317767298e-05
717,231.32,5,2.0539279317767298e-05
718,4000.0,5,2.0539279317767298e-05
719,261.01,5,2.0539279317767298e-05
720,749.0,5,2.0539279317767298e-05
721,54.73,5,2.0539279317767298e-05
722,416.0,5,2.0539279317767298e-05
723,272.92,5,2.0539279317767298e-05
724,42.5,5,2.0539279317767298e-05
725,174.5,5,2.0539279317767298e-05
726,136.32,5,2.0539279317767298e-05
727,52.64,5,2.0539279317767298e-05
728,39.97,5,2.0539279317767298e-05
729,99.5,5,2.0539279317767298e-05
730,25.5,5,2.0539279317767298e-05
731,77.5,5,2.0539279317767298e-05
