,id,date,amount
2226,f134f0ad0204bfb96171207246acf0f7,01-01-2013,15.0
2675,376272afcbbb720497ecb753b0bf4aeb,01-01-2013,25.0
2795,29a121eda920fb04c3b8481305ce296d,01-01-2013,75.0
2819,a6dc452662a2bf67e9e5ce557fa27737,01-01-2013,5.0
2921,1a448bd90f5812ac55c2676ca29d2a85,01-01-2013,300.0
3006,6931f0fbfa9537e391d13fabd320b805,01-01-2013,10.0
3048,a738dac30c5a120e852c87328457d185,01-01-2013,25.0
3480,abed4cf25f9d20e1b3c3014f9f06ec3b,01-01-2013,50.0
3703,dd6e7c6cc4980daebd13e6b9dc876b15,01-01-2013,1.0
3719,ff8161f72a90b126f9d19342a6e3754d,01-01-2013,50.0
3906,a18c2abfd330e589df961db2a19bd1ca,01-01-2013,100.0
4237,18c7f21ab9e953b9f6fc2ca780ea5195,01-01-2013,600.11
4272,9f0d2b1ba691079fa8274d8d4a504826,01-01-2013,50.0
4458,685b88f1e095f883355cefad452fb8a0,01-01-2013,1.0
4464,cc99e191d1e8e2a9d0d3cb8098703379,01-01-2013,50.0
4497,ae8af6b14335548b694ab1a6e4a900f0,01-01-2013,2.0
4695,8aa221446b3c65c4e6a0dadeea8ae4b2,01-01-2013,1.0
4740,5db2e83407940d635d26cc207c268fe0,01-01-2013,25.0
4798,aeafa578eeb06a1e1ce3fab5086ca984,01-01-2013,1.0
4908,efa8a03ca430827aaf5c322c61adeab2,01-01-2013,25.0
5246,7d0c474f42503be16e2edd243b9ed2aa,01-01-2013,168.19
5383,0a469b7b79b7c170b9b0f81046097c06,01-01-2013,10.0
5484,2a578552a227e181e48afc6b21d5ba3c,01-01-2013,50.0
5519,5df770257427d81307515ce5420dc310,01-01-2013,35.0
5575,93ffa6f571bc747948c5e51e86b91626,01-01-2013,25.0
5722,1152657eae89dfbdd73929a2c475fd6f,01-01-2013,18.45
5922,d8093ccfab578c759457cfa71dba173a,01-01-2013,25.0
5948,9befeb1fdf8d51d6b67595e7635635ae,01-01-2013,25.0
5990,cdb9fca1a6bd85d64dbb32b1718504b7,01-01-2013,2.0
6158,270ca7266e2fd30601e873f498de508b,01-01-2013,1.0
6198,daef0f7b09c984df1cd487448dcb03c3,01-01-2013,5.0
6417,c104562873da0c1370c5edddd8ceb7b8,01-01-2013,1.0
6629,6fd2c3591875ec1ff16ad0b76b3533a1,01-01-2013,50.0
6642,ea790b0c7f91cceb170101abc0033ec4,01-01-2013,25.0
6828,5a17a61bbd4463c6e407f4480ffee4f6,01-01-2013,1.0
6835,88918bfa71e929694a642fad58d4fe14,01-01-2013,20.0
6901,4f9fe6d0054c7d745a1912c7c8492cc1,01-01-2013,10.0
7539,64bb33c2b7b4bea07a4797539da5773f,01-01-2013,100.0
7670,158429354b527017f233b3e51034d63c,01-01-2013,45.24
7765,5567495311f24b8a82a6afdb1785bda9,01-01-2013,95.0
7935,28c53b2275251dd9471993c698077d28,01-01-2013,10.0
7945,0b6f2899466501c1e7f46064d4db9646,01-01-2013,10.0
7986,5ff8b9aeb82bd272b15051e03448c151,01-01-2013,10.0
8314,2d5d31d0b8d05de6062005dbe0dada3b,01-01-2013,2.0
8464,c412515fd6dd9649e02a585fe8be6f52,01-01-2013,10.0
8510,883c3c7b1d1d187af6506203b2376afa,01-01-2013,2.0
8545,bab6a21937f6d3e689212fdce2b00f62,01-01-2013,25.0
8566,9a97ea407b9d125f67d7d7f20fa5e5a6,01-01-2013,25.0
8859,a3f4a2d2fbf007d0a3cdc8a0f9b40d59,01-01-2013,100.0
8962,8c2a3cdeb6b290ede3ac4f89fc8d2395,01-01-2013,25.0
9084,0459324a04bc2ac6a12aa42e64dbd728,01-01-2013,100.0
9087,95250aaa640837690a9836eeb41d9494,01-01-2013,25.0
9160,ef4b4ed4d63f78b230e293135d44b5e0,01-01-2013,25.0
9588,384fd72e70611590cc23794cfba841f1,01-01-2013,1.0
9622,2ceb1a4a6026d287af383756281f2b23,01-01-2013,200.0
10008,62c56c2a44b5ad1dfa6e8b67f531162b,01-01-2013,2.0
10041,558dc525339df3ff7c1568d3ae67558a,01-01-2013,25.0
10050,73e9a69a61ead28573c424bc438bf07d,01-01-2013,25.0
10096,130c22fdd16bdc965f6e843a0fd7fa96,01-01-2013,50.0
10166,24d9ec232ac1166e9660db0327a363e2,01-01-2013,95.0
10178,f76fba195e6a20555117e2d788fe5939,01-01-2013,25.0
10252,395700ff9aff0f70d254e896906da4cc,01-01-2013,100.0
10495,f92a8cceb710ed5e23f123bddc47f2ce,01-01-2013,25.0
10585,6034a61d5c3ee0a4b47a1faa2dbb85ab,01-01-2013,70.0
10662,4953fdf46ff4a6e5f6c59c3438336641,01-01-2013,45.0
10817,b6da029c100950c9b5bc72f7899b63ee,01-01-2013,20.0
10873,64c64fb7205f4d07c1bf1af7d9c73d5e,01-01-2013,25.0
10895,258bcbedefdecc013cebf788ab06ab4f,01-01-2013,4.0
10994,f13f25b150da2cf43879250d9d5f07c3,01-01-2013,50.0
11304,fc584d197538f8748689c64d49412b36,01-01-2013,10.0
11309,f865c534d554fb13edc540ddb446d86e,01-01-2013,2.0
11448,055a7fc501e7dbff4844aff60fcfdff4,01-01-2013,145.0
11487,fae4c4d76abafb96dbb5f61c4958533f,01-01-2013,50.0
11584,c1687c41a53530e05c8594a342f9a873,01-01-2013,50.0
11814,dcc8ea0a93abe89ea9e4ad4773ed2b1d,01-01-2013,25.0
11865,f64b985d6d5216d1120df1e3f4eca894,01-01-2013,25.0
12071,d8c7f4eaae9e5fd7741ff1a062b4a90e,01-01-2013,25.0
12078,e89b71a70386c1d8c264eeae4f01126f,01-01-2013,25.0
12221,fa1c8c0c6452203957cdd3b3c0a2884b,01-01-2013,20.0
12324,4e81dab38df6727ec903cfec2597b87b,01-01-2013,100.0
12371,b731081be7db438a8fcefba708a417a9,01-01-2013,100.0
12526,9500ed75130f772a226097c08d88ddd3,01-01-2013,10.0
12552,64746c5bbf7b9c803c5055df0fc9d3a6,01-01-2013,87.0
12612,a8e02e9eb31b12613b918ba2942ae4cc,01-01-2013,10.0
12675,3bed67ca022473dc6383784369bffdcf,01-01-2013,20.0
12690,e7d767aa0f33bbbc700906fc323ce63f,01-01-2013,25.0
12693,9cd9a8b96eff691e8ceca33c6f068d70,01-01-2013,25.0
12835,9e4b0d978f1f26ad647ca4a1e6105ddc,01-01-2013,20.0
13009,6742ce1d293414a7b2ffccc9a13a51c4,01-01-2013,14.87
13049,87da925ef7df74ebf29eef7ba71f8c1f,01-01-2013,25.0
13056,6dd4ca246f5d70ba6324d438e267c1c1,01-01-2013,25.0
13072,294cff4f35932df1984121946e42467f,01-01-2013,5.0
13198,8c6548fa2bac29c610dc4f418ecd2213,01-01-2013,25.0
13205,672d7ef4ca70e98a7dafd14354edec66,01-01-2013,10.0
13233,6cc30c902fbd7ecf2d0fdb55039c56fa,01-01-2013,3.0
13310,455dbacbb15375ccadbf81170c8f6866,01-01-2013,50.0
13440,57d2523a287f198abca02339d86f60f4,01-01-2013,50.0
13502,95decc41307c942b39f743a1df19d29d,01-01-2013,1.0
13615,8d28fe277630ea3f4e59f4791d670a78,01-01-2013,10.0
13690,eb0ecdca1400b130c41b95af4e48112b,01-01-2013,20.0
13766,6a59dc02b08444a0310b335e8e82ca9c,01-01-2013,125.0
13787,ec64380b9dc1d1685a2f09a3e9e1aa50,01-01-2013,250.0
13799,913c7a48fcd3a9ee5641380259cb7d5f,01-01-2013,67.0
13900,42c29e772c37f123b5567ae1cce0fdc4,01-01-2013,30.0
14144,1ca26f0e308ded94849740b15188c2e9,01-01-2013,100.0
14263,f49e73198ef561fcfbb2263a278c8848,01-01-2013,2.0
14268,d8dbd2750d52dc94086d9cbb3a94eef9,01-01-2013,50.0
14354,a71a0a0231211720cee4622224105ff1,01-01-2013,100.0
14630,d039813a0994ba2f6ab28f04221a4171,01-01-2013,5.0
14635,79e0f4fb15f9ccaf69f425272c92b3fe,01-01-2013,10.0
14760,67c7dff16aa81d981f02e0e536fe5316,01-01-2013,10.0
14945,afc64140bfd1179cb113f55aa326b2d2,01-01-2013,1.0
14998,46cfe4de18438d07f660d0e56c05f6bf,01-01-2013,10.0
15246,81b4810e95bfa57da9ce3ed36451dd8f,01-01-2013,5.0
15251,fe133b5e96b9d3bafab63ee1c5c9536b,01-01-2013,20.0
15253,894a0510a49816cfe533b7d1767c748f,01-01-2013,50.0
15299,a8aae6d7904d9025a39664851a74fb20,01-01-2013,27.66
15391,fa745da04c6a1d87f49d44319426e8ae,01-01-2013,49.95
15422,105decfbe6478f5dd1fdb8101ae46c4e,01-01-2013,50.0
15433,74270092fa8b7268457e467733ae364c,01-01-2013,10.0
15437,4ea6382d276fc23cd4392db2105978ba,01-01-2013,10.0
15502,6a4dca50962bd22545986d679110dfb3,01-01-2013,100.0
15565,1b4fab80efb1fbf4a3df0e1225135ce5,01-01-2013,499.28
15674,ee7816872cbfad06f0d03ef42c0ef96a,01-01-2013,100.0
15719,7c503c7e042c427326ed7919a678fb90,01-01-2013,25.0
15786,427ef1b005b2d1c0197c2241ddcbca20,01-01-2013,25.0
15935,990617107c56f033516c5575f101116b,01-01-2013,20.0
16014,6097123a4c2e1beb3b4c84d350b038e7,01-01-2013,60.0
16058,8d614893afff5987328470b072ae67c4,01-01-2013,25.0
16318,c3cfdaadddac7abc491cab6cbbc776cf,01-01-2013,700.0
16372,919b9060eba4ec99eeb9a6017cd5aed3,01-01-2013,1.0
16950,3818cd219c45377e5b9e54d258804508,01-01-2013,10.0
16964,39184cd42c24a467ef166e95363f4601,01-01-2013,25.0
17074,45b7d3f362c484699913fe4b202be3f3,01-01-2013,10.0
17153,5c4e112e36fdaaa10a607330ff847ee5,01-01-2013,100.0
17168,4ddfe0271aa69696e7e4bcd82ad30b9d,01-01-2013,1.0
17183,28ad1aa676591d7ba46e89c6198cbfef,01-01-2013,7.0
17289,a67b0547a848d760b127333b8ea4c6ea,01-01-2013,75.0
17571,43e76620ef58f9781eb00d520ed063a5,01-01-2013,2.0
17693,591595e4211319e84dd64ae1192428bc,01-01-2013,25.0
17716,5c9e4a6b540dd0a5492cb79dfd680097,01-01-2013,10.0
17793,5f0ccf3bcec37f28d8f76c9ea4b110a4,01-01-2013,76.42
17881,faf753891522298992009985249548e0,01-01-2013,50.0
18007,3cbd5edb34045a367ebed0278db6505d,01-01-2013,50.0
18030,e7a499116ed4b5720ba478f67dbe8183,01-01-2013,50.0
18103,33b7824a88d588306624df87bf79a6c1,01-01-2013,50.0
18212,5fef3f3a657448f48b2604350753f1c2,01-01-2013,221.0
18307,c051156ebff7dab85dd11dda0f8542ee,01-01-2013,10.0
18388,648b7790e0e747b96eee00c7b8ffb0a4,01-01-2013,10.0
18434,dc351f0628284628acfc4ca394f1f8e9,01-01-2013,25.0
18509,bb4b4fc98c6fc8dd285e87ab816ad990,01-01-2013,50.0
18538,ec45acf6dca24c2fe625929e650606be,01-01-2013,4.8
18651,4adad73aaeebb099a709ece42c9b0a68,01-01-2013,25.0
18689,b82dd0fe983498511275177bfc513376,01-01-2013,10.0
18708,f5e09bfc766019f8c075d9c5c0a0598d,01-01-2013,50.0
18751,5a1b30b9b449986d4af2d391bfa3db47,01-01-2013,25.0
18915,75caad12a8268bcbbd7c5799c205e6d0,01-01-2013,100.0
18922,815deab3c8d78b96aa17c360b1ca4327,01-01-2013,10.0
19432,0eea7ce4cc4964f89ad2ed47a0aa76d2,01-01-2013,25.0
19436,5d85b8ee6426200ab3f0d7aba620a977,01-01-2013,25.0
19536,ded4e8995fe96ad219e9d25983c97419,01-01-2013,150.0
19550,47e5d773006572f7f88bd01774fef846,01-01-2013,50.0
19585,e230d53f2a1c30cd2e8376aa8413f93e,01-01-2013,96.26
19701,7b2a98fe6cfab440e6cc282e8445e4e6,01-01-2013,324.76
19918,9fb66fb48c2183b2ed8daddb7ec1750a,01-01-2013,20.0
20501,cc9cd4eac1f3841389d336c523b8785b,01-01-2013,25.0
20529,aed1ce8eb861fe5c893e4738b8b1e6c7,01-01-2013,31.65
20551,6476d1a0b0c9f83a6a64141cacc2f2e1,01-01-2013,97.0
20724,9d7c4e6f78d8baba24efdc17fbb12856,01-01-2013,25.0
20793,9027ce357fd95fc10a3912a981488adc,01-01-2013,25.0
20885,b7fe7b02fc917c5ac4ce7b21d9deab6e,01-01-2013,1.0
21119,e8ab7cd360febf81130e200a42684632,01-01-2013,50.0
21366,adcc4305ce77127a6bf565ff61bb7c21,01-01-2013,20.0
21424,3f1140792ec6bdd1e3189a16918c7d16,01-01-2013,96.0
21495,a95dcab2d4d8569e85d658aea693c62b,01-01-2013,25.0
21596,695fe8cebafb3f72958855958471f470,01-01-2013,75.0
21681,29a48679ea4b3bb04ce1816629372c11,01-01-2013,50.0
21752,daff51c592cbf02c2e630dc6ea43637f,01-01-2013,100.0
21828,1c688bb59feb3d8fb8aae022ea86df82,01-01-2013,20.0
21866,5574390a4f103bbf1de9c8a9b58cd4a2,01-01-2013,10.0
21890,bc96d5d77ac1cd66f55dcac05eecbfb8,01-01-2013,50.0
22001,5d2b2a02dee1edd4bdf9f6f8aa5be88b,01-01-2013,2.0
22034,6c36b6a51646c222934d5722626df337,01-01-2013,1.0
22392,68ddf37da52f5cfe715018f6c49c7ad3,01-01-2013,20.0
22473,fa54f983b074cd784af69cfccbcc802a,01-01-2013,100.0
22524,0c9bca9508d745793bddf5d453999c40,01-01-2013,50.0
22693,812922f5640dd1e2dbd20143d43910ff,01-01-2013,25.0
23110,e5d76acfdd9ea5591f3153509bbe5445,01-01-2013,42.0
23205,7a20978ce0698ec1c4eee4eded47388b,01-01-2013,25.0
23278,7d8d1b1bde3381957d81b1445ebddfb5,01-01-2013,50.0
23331,04b2488c0ab33ec4047b72cea764a6ad,01-01-2013,250.0
23340,55efe1c85fcdf9148a307ed4abf3bb26,01-01-2013,10.0
23407,cdf8b57e64f7a202e8403500f9596ef2,01-01-2013,1.0
23496,a5c76f7395bb46b33465f6fcbb151a8d,01-01-2013,26.0
23517,9f128b814c1716d18017a0e3dace4cbb,01-01-2013,5.0
23701,c3f26acf01953646c7bec571d0dab720,01-01-2013,20.0
23858,f0520cf8f708c869d90d9d13b50f8c14,01-01-2013,10.0
23915,426ec6b417f524b113c2ecaf539e119a,01-01-2013,10.0
24212,efbba6f7e1381a764440be35f6c21621,01-01-2013,25.0
24275,17e99c5e14e515ac89f756a4ade6002d,01-01-2013,20.0
24440,0b02f43256fc880a1a4a2a6a74f5cb1e,01-01-2013,10.0
24483,4d1680ecadeeb26454c959e8490386c8,01-01-2013,50.0
25152,f747bcf06a94ae06ea848fd24d05491d,01-01-2013,64.0
25185,eb4c45ee1c69c4aa15d7c803194a925a,01-01-2013,50.0
25338,9ff7c3a33defd1bdb0bf6f0942b4c702,01-01-2013,20.0
25572,2eba0aa3810a1ac8b9f1f5eef8bb0ff0,01-01-2013,10.0
25643,99f3943c4c782a025f6dd7fcea348fee,01-01-2013,25.0
26018,fd2c1022ab40dd15b212ee62c9e018c6,01-01-2013,25.0
26116,0a0d5e9caefb7ab76a45716ac64caa6e,01-01-2013,25.0
26127,193df36754957b51ea957f3241be3b3d,01-01-2013,2.0
26223,ea701fa5e0880ed133e8d465124c86a1,01-01-2013,6.0
26462,75da7930e76fbdbb26555de0fd2c6965,01-01-2013,94.5
26652,100b29ebe38eeafc8588b4c577114313,01-01-2013,80.0
26696,efb4555cb64058f6cba1d9d26b274357,01-01-2013,2.0
26859,563ea4cc206eceb20abd2545e92ac01f,01-01-2013,50.0
26867,ce9ef09ee17db029fda92b7086ee2b8e,01-01-2013,50.0
26877,1687e57c9ca92e24e1abc4d5e27c2d17,01-01-2013,2.0
27009,70cbe82b79536bb6ad2ceea2551c27f1,01-01-2013,20.0
27143,a6756e9e61d46e5a09965753acf06093,01-01-2013,1.0
27148,ee20a25beb655fbfe1b2a92c90b8e7be,01-01-2013,100.0
27214,202fdd0ca570dec4bb156377a074868e,01-01-2013,10.0
27522,9eb3ca3e6a9ba2d2958617f64e7a0b65,01-01-2013,10.0
27618,24d3d5d8291e98bcfc199c18e17f5293,01-01-2013,25.0
27659,7791bb3a05fcfaf9a250b19a015d230a,01-01-2013,1.0
27680,a0e01b031ed81c9bdbb5b34b992810e1,01-01-2013,25.0
27975,d21131f29143820ea094f5ada7af2047,01-01-2013,127.6
28203,ed59a6921e1ab624de24081bca9252a7,01-01-2013,20.0
28255,67565162471f84d4571ec04316f778d9,01-01-2013,25.0
28501,15a482a3edb95168152914b9cc34e742,01-01-2013,5.36
28551,aaeec9dd069ca16b8911721ce59f2341,01-01-2013,75.0
28717,8a6dbdad68419a739d2f4c3b66dc4d7a,01-01-2013,10.0
29370,c3515d127249089cee3b0d48c4f70703,01-01-2013,50.0
29395,67a973493c90f1605af29f6e6b56abd8,01-01-2013,20.0
29830,867bf0dc9d2892efa30905f6e0d246a0,01-01-2013,3.0
29838,ff41531c6daceaf444a8c2c643f679d4,01-01-2013,50.0
29857,c2b0b303d588888009b4b02f36134eb4,01-01-2013,50.0
29879,680d410ce51d10f3dbb9f42d7ce0a5e2,01-01-2013,50.0
29909,58c98468f60643d96227b337698b1c7b,01-01-2013,50.0
29948,7275bb9d632fdbb81504a544fc41e211,01-01-2013,1.0
29999,a26c40b9974d669a1176fc56b3315670,01-01-2013,1.0
30038,4e62014476249e36d3147540887497f7,02-01-2013,25.0
30063,d3ba575009351686817671c643b0c5c2,02-01-2013,20.0
30107,488ea5cc70cb3027e6832d4972c40d48,02-01-2013,50.0
30111,c67e63604c9a9c0439108da458b5fa35,02-01-2013,10.0
30196,8c03432fc3f1009bc684aeee992ad77a,02-01-2013,50.0
30278,a9dc737c31e6f794326f5a34c26635e8,02-01-2013,380.61
30294,7da2a7f09ae035d6f9299d42fb87243a,02-01-2013,300.0
30328,fa4b095b8458541e534a236a45d9514e,02-01-2013,50.0
30372,8bd742e9afed4aaa774a129eba5c9487,02-01-2013,50.0
30376,f216d7feed77b40851b06030764dc2de,02-01-2013,25.0
30398,61375593aea60c32899adaa53138bb24,02-01-2013,35.0
30501,1c405dd23b9bb61c5eb88bcb7f98aade,02-01-2013,40.0
30551,c9e4dff948a41a3da43763912e2f3876,02-01-2013,100.0
30615,ddfe941da5a6695f49a640880e20c35d,02-01-2013,20.0
30631,c1fb313343639be9cfa7fcb77bd995ba,02-01-2013,500.0
30640,1dc9fd237fee1398a7fc735f22e5521c,02-01-2013,10.0
30693,dc0b24bff3c60bb87f25f5a006ac1bf2,02-01-2013,100.0
30800,5c7ac254f05770f20b064c7590a1699d,02-01-2013,100.0
30828,0c8d305bdfd64654667e904522b12770,02-01-2013,50.0
31094,d2d70024579c8a7f3f08b7ec11683191,02-01-2013,25.0
31128,455c11c183a5ed624aa2cf31f8df843a,02-01-2013,25.0
31131,324627574a42756619b88d0056d9ecf1,02-01-2013,20.0
31168,0a38ea89e71c27f0815e0fab29dc7aaf,02-01-2013,328.89
31246,a4ae686803f6d07803fcb02b461e4974,02-01-2013,56.72
31319,439e0acfae3635aa8f18e6d83b919bac,02-01-2013,25.0
31339,2b27506cc6487865e9fbd6bbb77895a8,02-01-2013,20.0
31340,911435f2ffb2bc4771f2d77d2a4b976a,02-01-2013,25.0
31413,d93dc6dd9f9d298f7aa0e1b0ec58fa42,02-01-2013,10.0
31461,a1d88cc0eff3e4f9bfbb04990139cabf,02-01-2013,5.0
31650,a56cdfca9713813f408439bbe8b2a071,02-01-2013,25.0
31923,579bc441a5ffd0ea0a429ee57b123b83,02-01-2013,57.0
32065,d124db3393d07376fc976a8e610f71fc,02-01-2013,10.0
32121,1d3da6106958c735e0f6e39f73d7578e,02-01-2013,20.0
32235,a22c38766b932915ddd2c3f0e7630501,02-01-2013,100.0
32323,6a04aac73430ac60672801a343df43bd,02-01-2013,150.0
32410,39e40ad393a557573eba8d261b6327f8,02-01-2013,50.0
32614,47c34e1dede4a2f4b6b2ed47d92071e9,02-01-2013,50.0
32675,376272afcbbb720497ecb753b0bf4aeb,02-01-2013,25.0
32815,a87886545d9ee4475fa1286dbd84092e,02-01-2013,50.0
33258,9f59cc447c07e84fcf76e2936008bc92,02-01-2013,45.0
33509,d4be3691858cd393c4b37719450ccb2b,02-01-2013,196.72
33548,51db025ca48dc415043f62daeb4fd392,02-01-2013,20.0
33723,6193fae60476d23b377c6aa15e23eb65,02-01-2013,20.0
33760,0c7fba009b070d47b1dc7c23924f792b,02-01-2013,20.0
33855,a5994c44cbc27385ffd36ad577223968,02-01-2013,20.0
33986,0dcb2747f5f59050d1ba2fb9ce3ff04b,02-01-2013,25.0
34122,bbb21bccb0b160257af00b8d6c6a88de,02-01-2013,600.0
34222,70a4acd2a2aee97249dc33b29805d713,02-01-2013,100.0
34237,18c7f21ab9e953b9f6fc2ca780ea5195,02-01-2013,397.0
34266,6f5f85cea8ef454fbcaefe479ea28b2c,02-01-2013,50.0
34289,d6d4efa4e65854183ac2d630c98df934,02-01-2013,50.0
34477,1a6c9e694ef1e1ea355bd38587efa5a5,02-01-2013,15.0
34585,1dd20fc501a2aa8b04434472bc57bbad,02-01-2013,5.0
34655,72dc93c93cdbb6b4c1352057f165121d,02-01-2013,5.0
34772,d000cb7f23ceb506e756a7f78a7528b8,02-01-2013,100.0
34773,d5ef09cb1dfe82f9ea68576f8e3f6a7c,02-01-2013,15.0
34792,3ff3f98ced4c5e0ac26bd1cf2e765a50,02-01-2013,25.0
34974,6f941c837f71abb6dd00711452ebdb85,02-01-2013,39.33
35143,c087db66b1481f88e7be581c2d6b5421,02-01-2013,50.0
35284,87d8ec49ba36e6d7af354e08c2ccc800,02-01-2013,80.0
35302,68d3a48afd0ac41f91a40b1cefc581a0,02-01-2013,25.0
35383,0a469b7b79b7c170b9b0f81046097c06,02-01-2013,45.0
35419,331080c05696523552cbecec7e4c1f78,02-01-2013,10.0
35463,a5e617f67c668a47f1d24507b0e520c3,02-01-2013,50.0
35493,8a1d1b14a3a176aef41226d3dfcc959a,02-01-2013,50.0
35556,281ec61c0256e6c3b3602307fd35e9fc,02-01-2013,50.0
35569,5fc5c56b43bd44d4ca926df24b42d40e,02-01-2013,20.0
35826,95d394f669229cddaf900eeba20be260,02-01-2013,10.0
35917,37f8bb03986700ba0e3ae799a201d108,02-01-2013,50.0
35923,1c722551da3f1e1c32eed47de432928e,02-01-2013,100.0
36167,6fd194e4ff3f03fc6eb2b45ac27e97b9,02-01-2013,10.0
36263,43482bd67459967df4551d1773291392,02-01-2013,50.0
36280,251950dabd317334adf106662fd636ab,02-01-2013,350.0
36283,5bd401a2c9ce0ac5cfe608e0f3eed63b,02-01-2013,35.0
36437,a0d6fafdc77407c341d0b0c41484d3c8,02-01-2013,50.0
36623,1d06a6e645456be716006f8763691e85,02-01-2013,100.0
36848,2c5df2ce81200af260bca9da2ea313d5,02-01-2013,50.0
36866,7f619d2c91d6f4a99ce7b913ea119307,02-01-2013,100.0
36924,56abe54f37673112fc06b42529386c69,02-01-2013,10.0
37036,a6b50e0b20dd9eda5246b3db20d86bde,02-01-2013,17.37
37062,3e2e6e6f01ad3641e2c8473a4c13e1c7,02-01-2013,50.0
37065,5b5155d85d1aaa60790dfd15a7fdbc7e,02-01-2013,70.0
37181,9205f8e19a7fb183be6b463199e488a9,02-01-2013,20.0
37262,89a76562038d4596484565dcedde4d6e,02-01-2013,25.0
37405,d3f13fd02e3810fc1f49bcf75abd5d1a,02-01-2013,50.0
37452,3a82395f5b9bd78eecafbec3391b2c07,02-01-2013,2.0
37467,49cb59554d50d91487dc541135e9be80,02-01-2013,95.0
37489,32070eda9f08cf1d4a5aa2486ab2d6dc,02-01-2013,100.0
37775,328cc889c6da1af27b4b03906dd1026f,02-01-2013,25.0
37784,f602b1eb8eb859226e5e0bc104850b82,02-01-2013,175.0
37881,11659e00e6ab973b9621c962ffca7182,02-01-2013,50.0
38182,034fcaf393f717ebd006e83e7f122585,02-01-2013,50.0
38233,0b91a5fecf98856cc60759fcbcab9f3c,02-01-2013,10.0
38236,490d2ce7b94992188158b76024ca24a9,02-01-2013,25.0
38238,04e310c959cf0f74461955f5a03e36fe,02-01-2013,25.0
38266,9faf43097188c34b9bca0c13e622812c,02-01-2013,100.0
38285,15e7c7c345279106ab7e161f3b1d1dd2,02-01-2013,50.0
38333,fb324a19657c51c1c59a36d081f38816,02-01-2013,10.0
38377,a7a3f57744182e92f8711eaebdcf67f4,02-01-2013,20.0
38572,6b24546eb752ba43e0b43a367d52ac1d,02-01-2013,10.0
38615,3d571e727e988b9523b8f5d5c1cfe3a9,02-01-2013,200.0
38641,4ba8e5d77282aecaf4547deb417e5061,02-01-2013,1.0
38658,2850dd6cc9c807b39348646ce64df3d2,02-01-2013,50.0
38683,783203096413aaf2f4400eebe16b564a,02-01-2013,20.0
38741,55605199611838ee466a76e91b38c93c,02-01-2013,25.0
38793,55e21fe4728edc52603c4e163a414249,02-01-2013,50.0
38821,d94778460d2e97f462f550ece3cd9cc6,02-01-2013,50.0
38849,3c879dce4ef6566a84e2bcdb75607ab4,02-01-2013,75.0
38954,25b4f0cf7828c3454064dba54c7f1787,02-01-2013,135.0
39080,c8e888999abda69226bb7e1a95fc7cda,02-01-2013,50.0
39238,7b5b4dba87ddf70634c1564bdf331bc5,02-01-2013,20.0
39271,ed4df07cb1ad52634727881c078d0011,02-01-2013,50.0
39274,b1b5ae5262c0d047a13a2cb59ed63a33,02-01-2013,450.46
39383,b2e97d66f1b17b0af18ad1a36dacb811,02-01-2013,11.77
39392,6eeb8dc3d38ac96f51db13713c43a650,02-01-2013,25.0
39409,13e4bc7322bf564aaf944c686594c880,02-01-2013,30.0
